task_id,path,W,H,Wb,Hb,rotated,area,bucket_area,overhead,fill_deficit,Wb4,Hb4,bucket_area4,overhead4,Wb8,Hb8,bucket_area8,overhead8,Wb4sq,Hb4sq,bucket_area4sq,overhead4sq,inputs_unique_sizes,outputs_unique_sizes,inputs_uniform,outputs_uniform
29ec7d0e,dataset/raw-data/ARC-ALL/data/training/29ec7d0e.json,18,18,20,20,0,324,400,1.234568,0.640000,20,20,400,1.234568,24,24,576,1.777778,20,20,400,1.234568,1,1,1,1
2a28add5,dataset/raw-data/ARC-ALL/data/training/2a28add5.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
2a5f8217,dataset/raw-data/ARC-ALL/data/training/2a5f8217.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,4,4,0,0
2b01abd0,dataset/raw-data/ARC-ALL/data/training/2b01abd0.json,16,14,20,15,0,224,300,1.339286,0.751111,16,16,256,1.142857,16,16,256,1.142857,16,16,256,1.142857,4,4,0,0
2b9ef948,dataset/raw-data/ARC-ALL/data/training/2b9ef948.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,4,4,0,0
2bcee788,dataset/raw-data/ARC-ALL/data/training/2bcee788.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
2bee17df,dataset/raw-data/ARC-ALL/data/training/2bee17df.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,3,3,0,0
2c0b0aff,dataset/raw-data/ARC-ALL/data/training/2c0b0aff.json,24,24,24,24,0,576,576,1.000000,0.360000,24,24,576,1.000000,24,24,576,1.000000,24,24,576,1.000000,4,5,0,0
2c608aff,dataset/raw-data/ARC-ALL/data/training/2c608aff.json,21,19,24,20,0,399,480,1.203008,0.556667,24,20,480,1.203008,24,24,576,1.443609,24,24,576,1.443609,5,5,0,0
2c737e39,dataset/raw-data/ARC-ALL/data/training/2c737e39.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,4,4,0,0
2ccd9fef,dataset/raw-data/ARC-ALL/data/training/2ccd9fef.json,27,24,30,24,0,648,720,1.111111,0.280000,28,24,672,1.037037,32,32,1024,1.580247,28,28,784,1.209877,4,4,0,0
2dc579da,dataset/raw-data/ARC-ALL/data/training/2dc579da.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,4,4,0,0
2dd70a9a,dataset/raw-data/ARC-ALL/data/training/2dd70a9a.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,4,4,0,0
2de01db2,dataset/raw-data/ARC-ALL/data/training/2de01db2.json,10,3,10,4,0,30,40,1.333333,0.966667,12,4,48,1.600000,16,16,256,8.533333,12,12,144,4.800000,1,1,1,1
2dee498d,dataset/raw-data/ARC-ALL/data/training/2dee498d.json,15,5,15,6,0,75,90,1.200000,0.916667,16,8,128,1.706667,16,16,256,3.413333,16,16,256,3.413333,4,4,0,0
2e65ae53,dataset/raw-data/ARC-ALL/data/training/2e65ae53.json,28,28,30,30,0,784,900,1.147959,0.128889,28,28,784,1.000000,32,32,1024,1.306122,28,28,784,1.000000,2,2,0,0
2f0c5170,dataset/raw-data/ARC-ALL/data/training/2f0c5170.json,23,21,24,24,0,483,576,1.192547,0.463333,24,24,576,1.192547,24,24,576,1.192547,24,24,576,1.192547,4,4,0,0
2f767503,dataset/raw-data/ARC-ALL/data/training/2f767503.json,13,14,15,15,0,182,225,1.236264,0.797778,16,16,256,1.406593,16,16,256,1.406593,16,16,256,1.406593,4,4,0,0
2faf500b,dataset/raw-data/ARC-ALL/data/training/2faf500b.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,4,4,0,0
305b1341,dataset/raw-data/ARC-ALL/data/training/305b1341.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
30f42897,dataset/raw-data/ARC-ALL/data/training/30f42897.json,14,7,15,8,0,98,120,1.224490,0.891111,16,8,128,1.306122,16,16,256,2.612245,16,16,256,2.612245,4,4,0,0
310f3251,dataset/raw-data/ARC-ALL/data/training/310f3251.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
3194b014,dataset/raw-data/ARC-ALL/data/training/3194b014.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
319f2597,dataset/raw-data/ARC-ALL/data/training/319f2597.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
31aa019c,dataset/raw-data/ARC-ALL/data/training/31aa019c.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
31adaf00,dataset/raw-data/ARC-ALL/data/training/31adaf00.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
31d5ba1a,dataset/raw-data/ARC-ALL/data/training/31d5ba1a.json,5,6,6,6,0,30,36,1.200000,0.966667,8,8,64,2.133333,8,8,64,2.133333,8,8,64,2.133333,1,1,1,1
320afe60,dataset/raw-data/ARC-ALL/data/training/320afe60.json,26,22,30,24,0,572,720,1.258741,0.364444,28,24,672,1.174825,32,32,1024,1.790210,28,28,784,1.370629,5,5,0,0
321b1fc6,dataset/raw-data/ARC-ALL/data/training/321b1fc6.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
32597951,dataset/raw-data/ARC-ALL/data/training/32597951.json,17,17,20,20,0,289,400,1.384083,0.678889,20,20,400,1.384083,24,24,576,1.993080,20,20,400,1.384083,1,1,1,1
32e9702f,dataset/raw-data/ARC-ALL/data/training/32e9702f.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,4,4,0,0
33067df9,dataset/raw-data/ARC-ALL/data/training/33067df9.json,26,26,30,30,0,676,900,1.331361,0.248889,28,28,784,1.159763,32,32,1024,1.514793,28,28,784,1.159763,5,1,0,1
332202d5,dataset/raw-data/ARC-ALL/data/training/332202d5.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
332efdb3,dataset/raw-data/ARC-ALL/data/training/332efdb3.json,11,11,12,12,0,121,144,1.190083,0.865556,12,12,144,1.190083,16,16,256,2.115702,12,12,144,1.190083,4,4,0,0
3345333e,dataset/raw-data/ARC-ALL/data/training/3345333e.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
337b420f,dataset/raw-data/ARC-ALL/data/training/337b420f.json,17,5,20,6,0,85,120,1.411765,0.905556,20,8,160,1.882353,24,24,576,6.776471,20,20,400,4.705882,1,1,1,1
3391f8c0,dataset/raw-data/ARC-ALL/data/training/3391f8c0.json,17,11,20,12,0,187,240,1.283422,0.792222,20,12,240,1.283422,24,24,576,3.080214,20,20,400,2.139037,5,5,0,0
33b52de3,dataset/raw-data/ARC-ALL/data/training/33b52de3.json,23,23,24,24,0,529,576,1.088847,0.412222,24,24,576,1.088847,24,24,576,1.088847,24,24,576,1.088847,1,1,1,1
3428a4f5,dataset/raw-data/ARC-ALL/data/training/3428a4f5.json,5,13,6,15,0,65,90,1.384615,0.927778,8,16,128,1.969231,16,16,256,3.938462,16,16,256,3.938462,1,1,1,1
342ae2ed,dataset/raw-data/ARC-ALL/data/training/342ae2ed.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
342dd610,dataset/raw-data/ARC-ALL/data/training/342dd610.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,2,2,0,0
3490cc26,dataset/raw-data/ARC-ALL/data/training/3490cc26.json,28,26,30,30,0,728,900,1.236264,0.191111,28,28,784,1.076923,32,32,1024,1.406593,28,28,784,1.076923,5,5,0,0
34b99a2b,dataset/raw-data/ARC-ALL/data/training/34b99a2b.json,9,5,10,6,0,45,60,1.333333,0.950000,12,8,96,2.133333,16,16,256,5.688889,12,12,144,3.200000,1,1,1,1
34cfa167,dataset/raw-data/ARC-ALL/data/training/34cfa167.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,4,4,0,0
351d6448,dataset/raw-data/ARC-ALL/data/training/351d6448.json,13,15,15,15,0,195,225,1.153846,0.783333,16,16,256,1.312821,16,16,256,1.312821,16,16,256,1.312821,1,1,1,1
358ba94e,dataset/raw-data/ARC-ALL/data/training/358ba94e.json,19,17,20,20,0,323,400,1.238390,0.641111,20,20,400,1.238390,24,24,576,1.783282,20,20,400,1.238390,4,1,0,1
3618c87e,dataset/raw-data/ARC-ALL/data/training/3618c87e.json,5,5,6,6,0,25,36,1.440000,0.972222,8,8,64,2.560000,8,8,64,2.560000,8,8,64,2.560000,1,1,1,1
3631a71a,dataset/raw-data/ARC-ALL/data/training/3631a71a.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,1,1,1,1
363442ee,dataset/raw-data/ARC-ALL/data/training/363442ee.json,13,9,15,10,0,117,150,1.282051,0.870000,16,12,192,1.641026,16,16,256,2.188034,16,16,256,2.188034,1,1,1,1
36d67576,dataset/raw-data/ARC-ALL/data/training/36d67576.json,15,14,15,15,0,210,225,1.071429,0.766667,16,16,256,1.219048,16,16,256,1.219048,16,16,256,1.219048,2,2,0,0
36fdfd69,dataset/raw-data/ARC-ALL/data/training/36fdfd69.json,18,17,20,20,0,306,400,1.307190,0.660000,20,20,400,1.307190,24,24,576,1.882353,20,20,400,1.307190,3,3,0,0
37ce87bb,dataset/raw-data/ARC-ALL/data/training/37ce87bb.json,15,9,15,10,0,135,150,1.111111,0.850000,16,12,192,1.422222,16,16,256,1.896296,16,16,256,1.896296,3,3,0,0
37d3e8b2,dataset/raw-data/ARC-ALL/data/training/37d3e8b2.json,18,19,20,20,0,342,400,1.169591,0.620000,20,20,400,1.169591,24,24,576,1.684211,20,20,400,1.169591,4,4,0,0
3906de3d,dataset/raw-data/ARC-ALL/data/training/3906de3d.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
396d80d7,dataset/raw-data/ARC-ALL/data/training/396d80d7.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
3979b1a8,dataset/raw-data/ARC-ALL/data/training/3979b1a8.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
39a8645d,dataset/raw-data/ARC-ALL/data/training/39a8645d.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,1,1,1,1
39e1d7f9,dataset/raw-data/ARC-ALL/data/training/39e1d7f9.json,29,29,30,30,0,841,900,1.070155,0.065556,32,32,1024,1.217598,32,32,1024,1.217598,32,32,1024,1.217598,3,3,0,0
3a301edc,dataset/raw-data/ARC-ALL/data/training/3a301edc.json,21,21,24,24,0,441,576,1.306122,0.510000,24,24,576,1.306122,24,24,576,1.306122,24,24,576,1.306122,6,6,0,0
3aa6fb7a,dataset/raw-data/ARC-ALL/data/training/3aa6fb7a.json,7,7,8,8,0,49,64,1.306122,0.945556,8,8,64,1.306122,8,8,64,1.306122,8,8,64,1.306122,1,1,1,1
3ac3eb23,dataset/raw-data/ARC-ALL/data/training/3ac3eb23.json,12,6,12,6,0,72,72,1.000000,0.920000,12,8,96,1.333333,16,16,256,3.555556,12,12,144,2.000000,3,3,0,0
3ad05f52,dataset/raw-data/ARC-ALL/data/training/3ad05f52.json,28,29,30,30,0,812,900,1.108374,0.097778,28,32,896,1.103448,32,32,1024,1.261084,32,32,1024,1.261084,4,4,0,0
3af2c5a8,dataset/raw-data/ARC-ALL/data/training/3af2c5a8.json,8,6,8,6,0,48,48,1.000000,0.946667,8,8,64,1.333333,8,8,64,1.333333,8,8,64,1.333333,1,1,1,1
3b4c2228,dataset/raw-data/ARC-ALL/data/training/3b4c2228.json,8,8,8,8,0,64,64,1.000000,0.928889,8,8,64,1.000000,8,8,64,1.000000,8,8,64,1.000000,6,1,0,1
3bd292e8,dataset/raw-data/ARC-ALL/data/training/3bd292e8.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,3,3,0,0
3bd67248,dataset/raw-data/ARC-ALL/data/training/3bd67248.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
3bdb4ada,dataset/raw-data/ARC-ALL/data/training/3bdb4ada.json,30,11,30,12,0,330,360,1.090909,0.633333,32,12,384,1.163636,32,32,1024,3.103030,32,32,1024,3.103030,3,3,0,0
3befdf3e,dataset/raw-data/ARC-ALL/data/training/3befdf3e.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,2,2,0,0
3c9b0459,dataset/raw-data/ARC-ALL/data/training/3c9b0459.json,3,3,4,4,0,9,16,1.777778,0.990000,4,4,16,1.777778,8,8,64,7.111111,4,4,16,1.777778,1,1,1,1
3cd86f4f,dataset/raw-data/ARC-ALL/data/training/3cd86f4f.json,12,10,12,10,0,120,120,1.000000,0.866667,12,12,144,1.200000,16,16,256,2.133333,12,12,144,1.200000,6,6,0,0
3d31c5b3,dataset/raw-data/ARC-ALL/data/training/3d31c5b3.json,6,12,6,12,0,72,72,1.000000,0.920000,8,12,96,1.333333,16,16,256,3.555556,12,12,144,2.000000,1,1,1,1
3d588dc9,dataset/raw-data/ARC-ALL/data/training/3d588dc9.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
3d6c6e23,dataset/raw-data/ARC-ALL/data/training/3d6c6e23.json,13,30,15,30,0,390,450,1.153846,0.566667,16,32,512,1.312821,32,32,1024,2.625641,32,32,1024,2.625641,4,4,0,0
3de23699,dataset/raw-data/ARC-ALL/data/training/3de23699.json,19,18,20,20,0,342,400,1.169591,0.620000,20,20,400,1.169591,24,24,576,1.684211,20,20,400,1.169591,5,5,0,0
3e980e27,dataset/raw-data/ARC-ALL/data/training/3e980e27.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,1,1,1,1
3eda0437,dataset/raw-data/ARC-ALL/data/training/3eda0437.json,30,4,30,4,0,120,120,1.000000,0.866667,32,4,128,1.066667,32,32,1024,8.533333,32,32,1024,8.533333,4,4,0,0
3ee1011a,dataset/raw-data/ARC-ALL/data/training/3ee1011a.json,29,24,30,24,0,696,720,1.034483,0.226667,32,24,768,1.103448,32,32,1024,1.471264,32,32,1024,1.471264,4,4,0,0
3f23242b,dataset/raw-data/ARC-ALL/data/training/3f23242b.json,19,17,20,20,0,323,400,1.238390,0.641111,20,20,400,1.238390,24,24,576,1.783282,20,20,400,1.238390,3,3,0,0
3f7978a0,dataset/raw-data/ARC-ALL/data/training/3f7978a0.json,13,14,15,15,0,182,225,1.236264,0.797778,16,16,256,1.406593,16,16,256,1.406593,16,16,256,1.406593,4,4,0,0
40853293,dataset/raw-data/ARC-ALL/data/training/40853293.json,20,30,20,30,0,600,600,1.000000,0.333333,20,32,640,1.066667,32,32,1024,1.706667,32,32,1024,1.706667,3,3,0,0
4093f84a,dataset/raw-data/ARC-ALL/data/training/4093f84a.json,14,14,15,15,0,196,225,1.147959,0.782222,16,16,256,1.306122,16,16,256,1.306122,16,16,256,1.306122,1,1,1,1
40f6cd08,dataset/raw-data/ARC-ALL/data/training/40f6cd08.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,2,2,0,0
412b6263,dataset/raw-data/ARC-ALL/data/training/412b6263.json,11,23,12,24,0,253,288,1.138340,0.718889,12,24,288,1.138340,24,24,576,2.276680,24,24,576,2.276680,4,4,0,0
414297c0,dataset/raw-data/ARC-ALL/data/training/414297c0.json,24,26,24,30,0,624,720,1.153846,0.306667,24,28,672,1.076923,32,32,1024,1.641026,28,28,784,1.256410,4,4,0,0
41ace6b5,dataset/raw-data/ARC-ALL/data/training/41ace6b5.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,4,4,0,0
41e4d17e,dataset/raw-data/ARC-ALL/data/training/41e4d17e.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,1,1,1,1
423a55dc,dataset/raw-data/ARC-ALL/data/training/423a55dc.json,13,11,15,12,0,143,180,1.258741,0.841111,16,12,192,1.342657,16,16,256,1.790210,16,16,256,1.790210,4,4,0,0
4258a5f9,dataset/raw-data/ARC-ALL/data/training/4258a5f9.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
4290ef0e,dataset/raw-data/ARC-ALL/data/training/4290ef0e.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,3,2,0,0
42918530,dataset/raw-data/ARC-ALL/data/training/42918530.json,25,25,30,30,0,625,900,1.440000,0.305556,28,28,784,1.254400,32,32,1024,1.638400,28,28,784,1.254400,4,4,0,0
42a15761,dataset/raw-data/ARC-ALL/data/training/42a15761.json,19,11,20,12,0,209,240,1.148325,0.767778,20,12,240,1.148325,24,24,576,2.755981,20,20,400,1.913876,3,3,0,0
42a50994,dataset/raw-data/ARC-ALL/data/training/42a50994.json,19,17,20,20,0,323,400,1.238390,0.641111,20,20,400,1.238390,24,24,576,1.783282,20,20,400,1.238390,5,5,0,0
42f14c03,dataset/raw-data/ARC-ALL/data/training/42f14c03.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,4,1,0
42f83767,dataset/raw-data/ARC-ALL/data/training/42f83767.json,30,30,30,30,0,900,900,1.000000,0.000000,32,32,1024,1.137778,32,32,1024,1.137778,32,32,1024,1.137778,4,4,0,0
4347f46a,dataset/raw-data/ARC-ALL/data/training/4347f46a.json,19,18,20,20,0,342,400,1.169591,0.620000,20,20,400,1.169591,24,24,576,1.684211,20,20,400,1.169591,4,4,0,0
4364c1c4,dataset/raw-data/ARC-ALL/data/training/4364c1c4.json,13,16,15,20,0,208,300,1.442308,0.768889,16,16,256,1.230769,16,16,256,1.230769,16,16,256,1.230769,4,4,0,0
444801d8,dataset/raw-data/ARC-ALL/data/training/444801d8.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
445eab21,dataset/raw-data/ARC-ALL/data/training/445eab21.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
447fd412,dataset/raw-data/ARC-ALL/data/training/447fd412.json,21,17,24,20,0,357,480,1.344538,0.603333,24,20,480,1.344538,24,24,576,1.613445,24,24,576,1.613445,2,2,0,0
44d8ac46,dataset/raw-data/ARC-ALL/data/training/44d8ac46.json,12,12,12,12,0,144,144,1.000000,0.840000,12,12,144,1.000000,16,16,256,1.777778,12,12,144,1.000000,1,1,1,1
44f52bb0,dataset/raw-data/ARC-ALL/data/training/44f52bb0.json,3,3,4,4,0,9,16,1.777778,0.990000,4,4,16,1.777778,8,8,64,7.111111,4,4,16,1.777778,1,1,1,1
4522001f,dataset/raw-data/ARC-ALL/data/training/4522001f.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
456873bc,dataset/raw-data/ARC-ALL/data/training/456873bc.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,2,2,0,0
45737921,dataset/raw-data/ARC-ALL/data/training/45737921.json,12,13,12,15,0,156,180,1.153846,0.826667,12,16,192,1.230769,16,16,256,1.641026,16,16,256,1.641026,4,4,0,0
458e3a53,dataset/raw-data/ARC-ALL/data/training/458e3a53.json,29,29,30,30,0,841,900,1.070155,0.065556,32,32,1024,1.217598,32,32,1024,1.217598,32,32,1024,1.217598,2,3,0,0
45bbe264,dataset/raw-data/ARC-ALL/data/training/45bbe264.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,4,4,0,0
4612dd53,dataset/raw-data/ARC-ALL/data/training/4612dd53.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,3,3,0,0
46442a0e,dataset/raw-data/ARC-ALL/data/training/46442a0e.json,6,6,6,6,0,36,36,1.000000,0.960000,8,8,64,1.777778,8,8,64,1.777778,8,8,64,1.777778,2,2,0,0
465b7d93,dataset/raw-data/ARC-ALL/data/training/465b7d93.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
469497ad,dataset/raw-data/ARC-ALL/data/training/469497ad.json,25,25,30,30,0,625,900,1.440000,0.305556,28,28,784,1.254400,32,32,1024,1.638400,28,28,784,1.254400,1,4,1,0
46c35fc7,dataset/raw-data/ARC-ALL/data/training/46c35fc7.json,7,7,8,8,0,49,64,1.306122,0.945556,8,8,64,1.306122,8,8,64,1.306122,8,8,64,1.306122,1,1,1,1
46f33fce,dataset/raw-data/ARC-ALL/data/training/46f33fce.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
470c91de,dataset/raw-data/ARC-ALL/data/training/470c91de.json,11,11,12,12,0,121,144,1.190083,0.865556,12,12,144,1.190083,16,16,256,2.115702,12,12,144,1.190083,2,2,0,0
47c1f68c,dataset/raw-data/ARC-ALL/data/training/47c1f68c.json,13,13,15,15,0,169,225,1.331361,0.812222,16,16,256,1.514793,16,16,256,1.514793,16,16,256,1.514793,4,4,0,0
48131b3c,dataset/raw-data/ARC-ALL/data/training/48131b3c.json,8,8,8,8,0,64,64,1.000000,0.928889,8,8,64,1.000000,8,8,64,1.000000,8,8,64,1.000000,3,3,0,0
484b58aa,dataset/raw-data/ARC-ALL/data/training/484b58aa.json,29,29,30,30,0,841,900,1.070155,0.065556,32,32,1024,1.217598,32,32,1024,1.217598,32,32,1024,1.217598,1,1,1,1
4852f2fa,dataset/raw-data/ARC-ALL/data/training/4852f2fa.json,12,9,12,10,0,108,120,1.111111,0.880000,12,12,144,1.333333,16,16,256,2.370370,12,12,144,1.333333,1,4,1,0
48634b99,dataset/raw-data/ARC-ALL/data/training/48634b99.json,16,16,20,20,0,256,400,1.562500,0.715556,16,16,256,1.000000,16,16,256,1.000000,16,16,256,1.000000,1,1,1,1
48d8fb45,dataset/raw-data/ARC-ALL/data/training/48d8fb45.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
48f8583b,dataset/raw-data/ARC-ALL/data/training/48f8583b.json,9,9,10,10,0,81,100,1.234568,0.910000,12,12,144,1.777778,16,16,256,3.160494,12,12,144,1.777778,1,1,1,1
4938f0c2,dataset/raw-data/ARC-ALL/data/training/4938f0c2.json,30,20,30,20,0,600,600,1.000000,0.333333,32,20,640,1.066667,32,32,1024,1.706667,32,32,1024,1.706667,4,4,0,0
494ef9d7,dataset/raw-data/ARC-ALL/data/training/494ef9d7.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,5,5,0,0
496994bd,dataset/raw-data/ARC-ALL/data/training/496994bd.json,6,10,6,10,0,60,60,1.000000,0.933333,8,12,96,1.600000,16,16,256,4.266667,12,12,144,2.400000,3,3,0,0
49d1d64f,dataset/raw-data/ARC-ALL/data/training/49d1d64f.json,5,5,6,6,0,25,36,1.440000,0.972222,8,8,64,2.560000,8,8,64,2.560000,8,8,64,2.560000,4,4,0,0
4a1cacc2,dataset/raw-data/ARC-ALL/data/training/4a1cacc2.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,5,5,0,0
4acc7107,dataset/raw-data/ARC-ALL/data/training/4acc7107.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
4b6b68e5,dataset/raw-data/ARC-ALL/data/training/4b6b68e5.json,24,26,24,30,0,624,720,1.153846,0.306667,24,28,672,1.076923,32,32,1024,1.641026,28,28,784,1.256410,4,4,0,0
4be741c5,dataset/raw-data/ARC-ALL/data/training/4be741c5.json,16,14,20,15,0,224,300,1.339286,0.751111,16,16,256,1.142857,16,16,256,1.142857,16,16,256,1.142857,4,4,0,0
4c177718,dataset/raw-data/ARC-ALL/data/training/4c177718.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,1,1,1,1
4c4377d9,dataset/raw-data/ARC-ALL/data/training/4c4377d9.json,4,6,4,6,0,24,24,1.000000,0.973333,4,8,32,1.333333,8,8,64,2.666667,8,8,64,2.666667,1,1,1,1
4c5c2cf0,dataset/raw-data/ARC-ALL/data/training/4c5c2cf0.json,15,15,15,15,0,225,225,1.000000,0.750000,16,16,256,1.137778,16,16,256,1.137778,16,16,256,1.137778,3,3,0,0
4cd1b7b2,dataset/raw-data/ARC-ALL/data/training/4cd1b7b2.json,4,4,4,4,0,16,16,1.000000,0.982222,4,4,16,1.000000,8,8,64,4.000000,4,4,16,1.000000,1,1,1,1
4df5b0ae,dataset/raw-data/ARC-ALL/data/training/4df5b0ae.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
4e45f183,dataset/raw-data/ARC-ALL/data/training/4e45f183.json,19,19,20,20,0,361,400,1.108033,0.598889,20,20,400,1.108033,24,24,576,1.595568,20,20,400,1.108033,1,1,1,1
4e469f39,dataset/raw-data/ARC-ALL/data/training/4e469f39.json,10,10,10,10,0,100,100,1.000000,0.888889,12,12,144,1.440000,16,16,256,2.560000,12,12,144,1.440000,1,1,1,1
4e7e0eb9,dataset/raw-data/ARC-ALL/data/training/4e7e0eb9.json,29,29,30,30,0,841,900,1.070155,0.065556,32,32,1024,1.217598,32,32,1024,1.217598,32,32,1024,1.217598,5,5,0,0
4f537728,dataset/raw-data/ARC-ALL/data/training/4f537728.json,20,20,20,20,0,400,400,1.000000,0.555556,20,20,400,1.000000,24,24,576,1.440000,20,20,400,1.000000,1,1,1,1
